PAG_ADJ;Papua New Guinean;Papua New Guinean;Papua New Guinean;;;;;;;;;;;x
PAG;Papua New Guinea;Papua New Guinea;Papua New Guinea;;;;;;;;;;;x
PAG_proletarian_dictatorship;Peoples Republic of Papua;Peoples Republic of Papua;Peoples Republic of Papua;;;;;;;;;;;x
PAG_presidential_dictatorship;Republic of Papua New Guinea;Republic of Papua New Guinea;Republic of Papua New Guinea;;;;;;;;;;;x
PAG_bourgeois_dictatorship;Republic of Papua New Guinea;Republic of Papua New Guinea;Republic of Papua New Guinea;;;;;;;;;;;x
PAG_fascist_dictatorship;State of Papua New Guinea;State of Papua New Guinea;State of Papua New Guinea;;;;;;;;;;;x
PAG_absolute_monarchy;Kingdom of Papua;Kingdom of Papua;Kingdom of Papua;;;;;;;;;;;x
PAG_prussian_constitutionalism;Kingdom of Papua;Kingdom of Papua;Kingdom of Papua;;;;;;;;;;;x
PAG_hms_government;Kingdom of Papua;Kingdom of Papua;Kingdom of Papua;;;;;;;;;;;x
PAG_democracy;Republic of Papua New Guinea;Republic of Papua New Guinea;Republic of Papua New Guinea;;;;;;;;;;;x
PAG_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x
PAG_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x
PAG_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x
PAG_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x
PAG_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x
PAG_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x
PAG_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x
PAG_communist_86;Communists;Communists;Communists;;;;;;;;;;;x
PAG_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x
