LAN_ADJ;Lancastrian;Lancastrian;Lancastrian;;;;;;;;;;;x;
LAN;Lancaster;Lancaster;Lancaster;;;;;;;;;;;x;
LAN_proletarian_dictatorship;Commune of Lancaster;Commune of Lancaster;Commune of Lancaster;;;;;;;;;;;x;
LAN_presidential_dictatorship;Republic of Lancaster;Republic of Lancaster;Republic of Lancaster;;;;;;;;;;;x;
LAN_bourgeois_dictatorship;Republic of Lancaster;Republic of Lancaster;Republic of Lancaster;;;;;;;;;;;x;
LAN_fascist_dictatorship;State of Lancaster;State of Lancaster;State of Lancaster;;;;;;;;;;;x;
LAN_absolute_monarchy;Duchy of Lancaster;Duchy of Lancaster;Duchy of Lancaster;;;;;;;;;;;x;
LAN_prussian_constitutionalism;Lancaster;Lancaster;Lancaster;;;;;;;;;;;x;
LAN_hms_government;Lancaster;Lancaster;Lancaster;;;;;;;;;;;x;
LAN_democracy;Lancaster;Lancaster;Lancaster;;;;;;;;;;;x;
LAN_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
LAN_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
LAN_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
LAN_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
LAN_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
LAN_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
LAN_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
LAN_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
LAN_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
