SAD_ADJ;Sardinian;Sardinian;Sardinian;;;;;;;;;;;x;
SAD;Sardinia;Sardinia;Sardinia;;;;;;;;;;;x;
SAD_proletarian_dictatorship;Sardinia;Sardinia;Sardinia;;;;;;;;;;;x;
SAD_presidential_dictatorship;Sardinia;Sardinia;Sardinia;;;;;;;;;;;x;
SAD_bourgeois_dictatorship;Sardinia;Sardinia;Sardinia;;;;;;;;;;;x;
SAD_fascist_dictatorship;Sardinia;Sardinia;Sardinia;;;;;;;;;;;x;
SAD_absolute_monarchy;Sardinia;Sardinia;Sardinia;;;;;;;;;;;x;
SAD_prussian_constitutionalism;Sardinia;Sardinia;Sardinia;;;;;;;;;;;x;
SAD_hms_government;Sardinia;Sardinia;Sardinia;;;;;;;;;;;x;
SAD_democracy;Sardinia;Sardinia;Sardinia;;;;;;;;;;;x;
SAD_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
SAD_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
SAD_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
SAD_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
SAD_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
SAD_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
SAD_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
SAD_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
SAD_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
